path,relative_path,label_name,label,width,height,channels,brightness,contrast,sha1,readable,issue,duplicate_sha1,split,fold
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1203.jpeg,test\def_front\cast_def_0_1203.jpeg,def_front,1,300,300,3,146.05957777777778,64.50942037528365,dabe1e081a727d4da4b8b3fb536fe40741f34220,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1211.jpeg,test\def_front\cast_def_0_1211.jpeg,def_front,1,300,300,3,130.62248888888888,54.347864691007864,dcdd865e269a51bf65e47ab04bba2c4d0c5be55a,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1215.jpeg,test\def_front\cast_def_0_1215.jpeg,def_front,1,300,300,3,137.88843333333332,56.1409217712297,f0f9ea1e6ba68483869d55f8c77966a497e300f0,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1231.jpeg,test\def_front\cast_def_0_1231.jpeg,def_front,1,300,300,3,133.36864444444444,54.92275495989518,2e234fe842ff3e7b750124767a62f802bada5552,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1233.jpeg,test\def_front\cast_def_0_1233.jpeg,def_front,1,300,300,3,140.5029,56.28546676867641,4b4380f3323eb72b2a6e8ce01bd915a3f7f31888,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1238.jpeg,test\def_front\cast_def_0_1238.jpeg,def_front,1,300,300,3,136.3230888888889,55.44219524486632,64fc1725e9c4cb304872508e390c63dba2fc3b5f,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1239.jpeg,test\def_front\cast_def_0_1239.jpeg,def_front,1,300,300,3,132.8660111111111,61.7154829509301,4a5f59f67633b534aea52f9e2f622e99bff6be90,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1258.jpeg,test\def_front\cast_def_0_1258.jpeg,def_front,1,300,300,3,136.70272222222223,55.009390848094235,f9ba42e6f6f23d5fe9b03c0f5e8b40ccb697a5a0,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1260.jpeg,test\def_front\cast_def_0_1260.jpeg,def_front,1,300,300,3,130.9054111111111,54.253488138223155,2ab9582b64ed6e9fdd7c25b954b1cd4e018f5716,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1264.jpeg,test\def_front\cast_def_0_1264.jpeg,def_front,1,300,300,3,135.06703333333334,59.430916064873166,a5f8b6d45a52b4559f25afe96538bed2908e9589,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1269.jpeg,test\def_front\cast_def_0_1269.jpeg,def_front,1,300,300,3,135.85477777777777,60.61847572642404,8caa096f92bbc33bfd138518567e2d3b8f9d93f7,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1291.jpeg,test\def_front\cast_def_0_1291.jpeg,def_front,1,300,300,3,138.10216666666668,56.852198587165,6dfc5094f51accdf0de0660fe6bf294ebf2a1b67,True,,False,train_valid,1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1292.jpeg,test\def_front\cast_def_0_1292.jpeg,def_front,1,300,300,3,138.00667777777778,58.85903225189406,ff18ba655a93bb8bfe5f3800574bcd7c85639080,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1294.jpeg,test\def_front\cast_def_0_1294.jpeg,def_front,1,300,300,3,147.75152222222223,56.60797002105853,4093e10b6676227009275443ab38c7d29ab95a9a,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1298.jpeg,test\def_front\cast_def_0_1298.jpeg,def_front,1,300,300,3,139.25317777777778,60.71481213117562,e47033b152131486987731885a2ff481cc8f013c,True,,False,train_valid,4
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1320.jpeg,test\def_front\cast_def_0_1320.jpeg,def_front,1,300,300,3,132.55205555555557,53.55933014680719,710c773d4dc61d4d50acd7b7654ba058beb07373,True,,False,train_valid,1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1323.jpeg,test\def_front\cast_def_0_1323.jpeg,def_front,1,300,300,3,134.1715888888889,54.94058883646638,c15102db97450347f7c6f92bb1441a996002990a,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1324.jpeg,test\def_front\cast_def_0_1324.jpeg,def_front,1,300,300,3,142.1038111111111,65.1675071636155,a6a24197e8993875178a8722bd38cc65f47f26b5,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1351.jpeg,test\def_front\cast_def_0_1351.jpeg,def_front,1,300,300,3,130.86203333333333,55.918762093663844,e807b5c0e18ba545661f758e1c74e8c86761b429,True,,False,train_valid,1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1352.jpeg,test\def_front\cast_def_0_1352.jpeg,def_front,1,300,300,3,141.6021,55.60286221680601,8966d5c55dc6763287cf1e08fc0fb2c6231a949c,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1358.jpeg,test\def_front\cast_def_0_1358.jpeg,def_front,1,300,300,3,132.27062222222222,53.84177567704546,1d946658992de92248109fedf8d329fba118c56d,True,,False,train_valid,4
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1359.jpeg,test\def_front\cast_def_0_1359.jpeg,def_front,1,300,300,3,147.96894444444445,60.744983716053305,929f7045ce28a4627e80b2a10ee9fb6689311389,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1376.jpeg,test\def_front\cast_def_0_1376.jpeg,def_front,1,300,300,3,128.55205555555557,63.8894427133242,1ef2f389519efb6817450497669bd552d43cf076,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1379.jpeg,test\def_front\cast_def_0_1379.jpeg,def_front,1,300,300,3,139.47736666666665,60.87888978180823,c7daf2bcf66d8474b9538ba64a5eda17f0a55984,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_138.jpeg,test\def_front\cast_def_0_138.jpeg,def_front,1,300,300,3,135.24465555555557,60.81248738077496,da2499a45eecb92a7bf0c358460bf43e8a227c75,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1381.jpeg,test\def_front\cast_def_0_1381.jpeg,def_front,1,300,300,3,137.67403333333334,63.41052402277822,2714a9ad4e135a55e5822409c74053aec7d0437f,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1388.jpeg,test\def_front\cast_def_0_1388.jpeg,def_front,1,300,300,3,142.6758888888889,65.3758159225811,0c404f4117eef9105eceb3e1269b2d5b236787a2,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1392.jpeg,test\def_front\cast_def_0_1392.jpeg,def_front,1,300,300,3,134.21693333333334,57.969789698658275,f646bbd77149d455fe532481eb0f9fbfd3937b2b,True,,False,train_valid,1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1394.jpeg,test\def_front\cast_def_0_1394.jpeg,def_front,1,300,300,3,139.22767777777779,58.74725654631366,6d4ceb1b4762e82fe3b1c809de3a50fa4fea3ec1,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1397.jpeg,test\def_front\cast_def_0_1397.jpeg,def_front,1,300,300,3,142.8484,56.52072535997551,d95b5327f365407744e736e48eb0b97d60d0e310,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1399.jpeg,test\def_front\cast_def_0_1399.jpeg,def_front,1,300,300,3,145.66434444444445,60.050839311492496,8d347fc5246eed5e6022c095201d262bd17c3b03,True,,False,train_valid,1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1400.jpeg,test\def_front\cast_def_0_1400.jpeg,def_front,1,300,300,3,139.02306666666667,59.07257401927075,d5a71cf6c070b8f2711630651fe96fb988f33d05,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1411.jpeg,test\def_front\cast_def_0_1411.jpeg,def_front,1,300,300,3,131.9597,53.385817803763814,9b6b5bafa1e442afe7d84978cc08d68d9115d1af,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1412.jpeg,test\def_front\cast_def_0_1412.jpeg,def_front,1,300,300,3,145.89185555555557,64.29742905091084,385e701bf8f54eae490a8acbbec6298d6dc84e9c,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1413.jpeg,test\def_front\cast_def_0_1413.jpeg,def_front,1,300,300,3,138.5520111111111,59.10050202230743,60b4729fa5a933b9f3a7691be04d5035c9515924,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1414.jpeg,test\def_front\cast_def_0_1414.jpeg,def_front,1,300,300,3,131.71722222222223,54.714852473280416,e3b2e3a67c18106a29c79fadd30aa1ea4193abe5,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1418.jpeg,test\def_front\cast_def_0_1418.jpeg,def_front,1,300,300,3,145.34156666666667,57.354842951489296,6d170f50d3410b8b43c2f0e5308f88c5766549c8,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1421.jpeg,test\def_front\cast_def_0_1421.jpeg,def_front,1,300,300,3,137.09264444444443,56.75020386949404,79dfe2a7f6b47b6687eadbcadc09da6925d2a6bb,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1422.jpeg,test\def_front\cast_def_0_1422.jpeg,def_front,1,300,300,3,130.90886666666665,55.948120068148846,68e2674b41015d9e557dce1e92addc2021257fbe,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1424.jpeg,test\def_front\cast_def_0_1424.jpeg,def_front,1,300,300,3,146.18727777777778,60.20958288743077,4665be6aebab62814b58eca8d81ef3f578115633,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1425.jpeg,test\def_front\cast_def_0_1425.jpeg,def_front,1,300,300,3,146.1939888888889,59.973875066842304,4cdbd88179ce47620be86711be1fd17e1156b5bf,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_143.jpeg,test\def_front\cast_def_0_143.jpeg,def_front,1,300,300,3,137.42276666666666,55.31621895481167,964c399894f0bd32c8ee7dbc1277835be2587cbf,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_144.jpeg,test\def_front\cast_def_0_144.jpeg,def_front,1,300,300,3,133.57494444444444,60.343497900650426,979eca40ca49c926e4ba942490177d928c1e5807,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1443.jpeg,test\def_front\cast_def_0_1443.jpeg,def_front,1,300,300,3,139.34494444444445,60.655336139692906,3dcfd5dce3b64067bd6045b30bcfdab351c8d6b0,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1447.jpeg,test\def_front\cast_def_0_1447.jpeg,def_front,1,300,300,3,142.13202222222222,56.31704747942229,07267f4a6dc4c8774660da0cdf179b10ab050bec,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1453.jpeg,test\def_front\cast_def_0_1453.jpeg,def_front,1,300,300,3,131.75336666666666,59.060021304121896,0f34c4178bae74fc3d96e1457ccdffca2a2c56db,True,,False,train_valid,4
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1462.jpeg,test\def_front\cast_def_0_1462.jpeg,def_front,1,300,300,3,132.913,53.955364143789154,e23f6602b650ad55c43fcd4437985469695a3bcf,True,,False,train_valid,4
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1466.jpeg,test\def_front\cast_def_0_1466.jpeg,def_front,1,300,300,3,146.79514444444445,58.8356341455794,e72e914682fb68c5aaec4aab523ed29ef7634c42,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1467.jpeg,test\def_front\cast_def_0_1467.jpeg,def_front,1,300,300,3,149.93427777777777,60.454602274310446,989b9b5353741329bcf3d2586aa8eabb4bf068ac,True,,False,train_valid,1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_147.jpeg,test\def_front\cast_def_0_147.jpeg,def_front,1,300,300,3,130.23624444444445,55.54201042360461,c4f736414235b3342f1a6d078490cc74ed477ef8,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1471.jpeg,test\def_front\cast_def_0_1471.jpeg,def_front,1,300,300,3,146.78664444444445,60.458458019317526,cc5301056da37ad7ebbedc57b79560e2bbd872fb,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1474.jpeg,test\def_front\cast_def_0_1474.jpeg,def_front,1,300,300,3,128.83476666666667,63.98573797817934,4850151a896a2b09236e3cb59b065313c2bf130b,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1476.jpeg,test\def_front\cast_def_0_1476.jpeg,def_front,1,300,300,3,132.0009,54.29291041574601,cc7031348350329f65cf3d85d6f009f899a4dc86,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1477.jpeg,test\def_front\cast_def_0_1477.jpeg,def_front,1,300,300,3,135.69515555555554,59.8840292461486,f4e3e95dabc7f6e6426bd402ecba9e7e6c458dcf,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_148.jpeg,test\def_front\cast_def_0_148.jpeg,def_front,1,300,300,3,134.4960111111111,55.76098522244431,9ca85ca22e6f27e2118e2ea739de6fa54d41c08e,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1480.jpeg,test\def_front\cast_def_0_1480.jpeg,def_front,1,300,300,3,137.19272222222222,55.36041387861663,bcc8c7dd3ccd731b0adb570d3765a3b8adefb2e0,True,,False,train_valid,4
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1486.jpeg,test\def_front\cast_def_0_1486.jpeg,def_front,1,300,300,3,136.61652222222222,54.88885436664569,12f59fe38e784bf7a56a49761c9ddd45ab433c80,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1488.jpeg,test\def_front\cast_def_0_1488.jpeg,def_front,1,300,300,3,146.55556666666666,64.58622454699179,92ee396a0e90bfa9dd0fc9d0ae09e7624d362c43,True,,False,train_valid,1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_149.jpeg,test\def_front\cast_def_0_149.jpeg,def_front,1,300,300,3,140.0561,55.804780933287624,00980c891bc92c48732ab36f2763a9efc17dd03b,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1492.jpeg,test\def_front\cast_def_0_1492.jpeg,def_front,1,300,300,3,147.49197777777778,59.81824677099005,69c97fa1ff86049c4256300d20fd51d706df109b,True,,False,train_valid,4
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1493.jpeg,test\def_front\cast_def_0_1493.jpeg,def_front,1,300,300,3,152.89901111111112,62.07401506015834,5ccd5f8ece251481eea90473233979eb9ae6738f,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1497.jpeg,test\def_front\cast_def_0_1497.jpeg,def_front,1,300,300,3,141.85855555555557,54.98924070642488,741449c117fafcf11fe5c7c8bfec061b81039ed0,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1499.jpeg,test\def_front\cast_def_0_1499.jpeg,def_front,1,300,300,3,148.37395555555557,60.757489721370725,7022e1dc6183755316188c01517956df21b8dbdc,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_15.jpeg,test\def_front\cast_def_0_15.jpeg,def_front,1,300,300,3,134.65364444444444,57.22861030838627,19450a22856d8a0ddf8cf2c87ccda3d696818628,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_150.jpeg,test\def_front\cast_def_0_150.jpeg,def_front,1,300,300,3,145.36965555555557,60.07109703688365,660723eba006aa7a5e768c7632ca7f5057cb4006,True,,False,train_valid,2
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1500.jpeg,test\def_front\cast_def_0_1500.jpeg,def_front,1,300,300,3,140.64105555555557,56.035416112364175,9dea0f15c55c94e64e9b61a3ebd71e22296413e9,True,,False,holdout,-1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1505.jpeg,test\def_front\cast_def_0_1505.jpeg,def_front,1,300,300,3,142.64872222222223,58.95923067426012,96fc33d05b86e019d74e50b64e4d5619a4e5d860,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1506.jpeg,test\def_front\cast_def_0_1506.jpeg,def_front,1,300,300,3,141.89967777777778,56.777102504311195,d65914904787edce88b2c97703ebd3c2bb449840,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1507.jpeg,test\def_front\cast_def_0_1507.jpeg,def_front,1,300,300,3,143.5956111111111,60.79661972204165,82691d9a9d824e807a9db756fcd99c94bc1f85e5,True,,False,train_valid,4
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1509.jpeg,test\def_front\cast_def_0_1509.jpeg,def_front,1,300,300,3,129.48514444444444,55.31219597662811,efd811de8abcc2bfebcadebdd5f3a28b96a83d31,True,,False,train_valid,1
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_151.jpeg,test\def_front\cast_def_0_151.jpeg,def_front,1,300,300,3,137.95584444444444,60.20056446079243,6be4aed73c6fcfb5e7c63841e7937a43aa270c02,True,,False,train_valid,3
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1510.jpeg,test\def_front\cast_def_0_1510.jpeg,def_front,1,300,300,3,143.43882222222223,60.949679349731305,481917782976d3ffa997c4f99d492f1826fbad84,True,,False,train_valid,4
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1511.jpeg,test\def_front\cast_def_0_1511.jpeg,def_front,1,300,300,3,140.67558888888888,68.10222064977755,294a0622ccaceb3b44fbd688615e35fbc1be5598,True,,False,train_valid,4
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1517.jpeg,test\def_front\cast_def_0_1517.jpeg,def_front,1,300,300,3,138.8651111111111,57.17282420179955,7cdf7056e761fc27acb1f25ab2308976d72e1595,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1518.jpeg,test\def_front\cast_def_0_1518.jpeg,def_front,1,300,300,3,135.78134444444444,61.02757173581665,604e91328d9eb7d6b68b45202a09cca803f99b6a,True,,False,train_valid,0
C:\Users\USER\Desktop\lg_vibe_ml\final\data\raw\casting_data\casting_data\test\def_front\cast_def_0_1519.jpeg,test\def_front\cast_def_0_1519.jpeg,def_front,1,300,300,3,135.34642222222223,57.578733269995475,21d8c96da6be1ac78a9c25f57b3097f630118f18,True,,False,train_valid,1
